rownames,Site,Substrate,Rep,Stream_Name,lat,long,altS,MAT,MAP,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,X00681_NPOC_mg_per_L_as_C,X000681_NPOC_mg_per_L_as_C,00602_TN_mg_per_L_as_N,00950_F_mg_per_L,00940_Cl_mg_per_L,71856_NO2_mg_per_L_as_NO2,00945_SO4_mg_per_L_as_SO4,71851_NO3_mg_per_L_as_NO3,NPOC_Dilution_Factor,C_Sample_Vol_mL.x,C_DIW_Vol_mL.x,SPE_NPOC_sample_concentration_mg.per.L.as.C.x,SPE_sample_volume_mL.x,Final_Concen_After_SPE_ppm.x,Methanol_elution_mL.x,FTICR_Ion_Accumulation_Time,slope_of_the_regression,rate_mg_per_L_per_min,rate_mg_per_L_per_h,R_squared,R_squared_adj,p_value,total_incubation_time_min,C_Sample_Vol_mL.y,C_DIW_Vol_mL.y,Tot_volume_SPE_mL,SPE_NPOC_sample_concentration_mg.per.L.as.C.y,SPE_sample_volume_mL.y,Final_Concen_After_SPE_ppm.y,Methanol_elution_mL.y,del_2H_permil,X2H_standev_permil,del_18O_permil,X18O_standev_permil,n_injections,00691_DIC_mg_per_L_as_C
S19S_0001_Sed_Field_ICR-M,S19S_0001,Sedi_Field,Mid,Fraser,49.38639,-121.45063,35,9.9,1770,6.5,Not_Provided,Not_Provided,15,2.5,,,,,,,,2,6.36,8.64,1.166205014,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0001_Sed_Field_ICR-U,S19S_0001,Sedi_Field,Up,Fraser,49.38639,-121.45063,35,9.9,1770,6.5,Not_Provided,Not_Provided,15,3.17,,,,,,,,2,5.91,9.09,1.285896792,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0003_ICR-1,S19S_0003,Water,1,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,,1.27,1.09,0.07,0.3,Below_Range,9.86,Below_Range,,,,,,,,,,,,,,,,19.14,0,19.14,1.59,19.14,12.17,1.5,-140,1.2,-18.75,0.23,4,
S19S_0003_ICR-2,S19S_0003,Water,2,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,,1.8,0.38,0.08,0.31,Below_Range,8.09,Below_Range,,,,,,,,,,,,,,,,10.7,4.3,15,1.5,15,9,1.5,-140,1.2,-18.75,0.23,4,
S19S_0003_ICR-3,S19S_0003,Water,3,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,,1.15,0.48,0.07,0.31,Below_Range,8.68,Below_Range,,,,,,,,,,,,,,,,18.19,0,18.19,1.48,18.19,10.77,1.5,-140,1.2,-18.75,0.23,4,8.25
S19S_0003_Sed_Field_ICR-D,S19S_0003,Sedi_Field,Down,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,17.21,,,,,,,,2,1.24,13.76,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0003_Sed_Field_ICR-M,S19S_0003,Sedi_Field,Mid,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,30.92,,,,,,,,2,0.71,14.29,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0003_Sed_Field_ICR-U,S19S_0003,Sedi_Field,Up,Thompson ,50.6887,-120.36646,347,8.7,299,6,Not_Provided,Not_Provided,17,11.28,,,,,,,,2,1.89,13.11,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0004_ICR-1,S19S_0004,Water,1,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,,1.96,0.68,0.08,1.82,Below_Range,6.59,Below_Range,,,,,,,,,,,,,,,,10,5,15,1.5,15,9,1.5,-129.3,1,-17.13,0.2,4,
S19S_0004_ICR-2,S19S_0004,Water,2,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,,1.93,0.58,0.09,1.98,Below_Range,6.72,Below_Range,,,,,,,,,,,,,,,,10.2,4.8,15,1.5,15,9,1.5,-129.3,1,-17.13,0.2,4,
S19S_0004_ICR-3,S19S_0004,Water,3,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,,1.79,47.1,0.06,1.82,Below_Range,187.67,Below_Range,,,,,,,,,,,,,,,,10.8,4.2,15,1.5,15,9,1.5,-129.3,1,-17.13,0.2,4,10.1
S19S_0004_Sed_Field_ICR-D,S19S_0004,Sedi_Field,Down,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,88.35,,,,,,,,2,0.25,14.75,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0004_Sed_Field_ICR-M,S19S_0004,Sedi_Field,Mid,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,18.34,,,,,,,,2,1.21,13.79,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0004_Sed_Field_ICR-U,S19S_0004,Sedi_Field,Up,South Thompson,50.7753,-119.72159,346,7.7,449,6.5,Not_Provided,Not_Provided,18,13.09,,,,,,,,2,1.67,13.33,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0005_ICR-1,S19S_0005,Water,1,Assiniboine,49.8688,-97.40836,238,2.2,514,8,Not_Provided,Not_Provided,22,,8.37,0.72,Below_Range,32.24,Below_Range,242.56,Below_Range,,,,,,,,,,,,,,,,2.681,12.319,15,1.5,15,9,1.5,-91.5,0.8,-10.22,0.17,4,
S19S_0005_ICR-2,S19S_0005,Water,2,Assiniboine,49.8688,-97.40836,238,2.2,514,8,Not_Provided,Not_Provided,22,,8.11,1.27,Below_Range,34.21,Below_Range,259.29,1.01,,,,,,,,,,,,,,,,2.8,12.2,15,1.5,15,9,1.5,-91.5,0.8,-10.22,0.17,4,
S19S_0005_ICR-3,S19S_0005,Water,3,Assiniboine,49.8688,-97.40836,238,2.2,514,8,Not_Provided,Not_Provided,22,,8.75,1.12,Below_Range,34.36,Below_Range,262.37,Below_Range,,,,,,,,,,,,,,,,2.6,12.4,15,1.5,15,9,1.5,-91.5,0.8,-10.22,0.17,4,
S19S_0006_ICR-1,S19S_0006,Water,1,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,,1.43,1.94,Below_Range,311.35,Below_Range,33.45,5.37,,,,,,,,,,,,,,,,15,0,15,1.44,15,8.62,1.5,,,,,,
S19S_0006_ICR-2,S19S_0006,Water,2,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,,1.62,2.13,Below_Range,286.32,Below_Range,30.48,5.51,,,,,,,,,,,,,,,,13.96,1.04,15,1.5,15,9,1.5,,,,,,
S19S_0006_ICR-3,S19S_0006,Water,3,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,,1.52,2,Below_Range,284.6,Below_Range,29.97,4.9,,,,,,,,,,,,,,,,15,0,15,1.52,15,9.11,1.5,,,,,,
S19S_0006_Sed_Field_ICR-D,S19S_0006,Sedi_Field,Down,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,5.96,,,,,,,,2,3.37,11.63,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0006_Sed_Field_ICR-M,S19S_0006,Sedi_Field,Mid,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,5.27,,,,,,,,2,3.71,11.29,1.5,15,9,1.5,0.2,-0.02,0.02,1.05,0.754,0.693,0.005,120,,,,,,,,,,,,,
S19S_0006_Sed_Field_ICR-U,S19S_0006,Sedi_Field,Up,Dead Run,39.311813,-76.717476,115,12.5,1118,7.5,Not_Provided,Not_Provided,25.7,9.24,,,,,,,,2,2.22,12.78,1.5,15,9,1.5,0.2,-0.25,0.25,15.22,1,1,0.001,20,,,,,,,,,,,,,
S19S_0007_ICR-1,S19S_0007,Water,1,Providence Creek / KREW's P304 creek,37.05229,-119.195359,1792,9.1,907,6.5,Not_Provided,Not_Provided,11.2,,0.93,Below_Range,Below_Range,0.41,Below_Range,Below_Range,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.93,15,5.59,1.5,-84.3,0.9,-12.35,0.11,4,
S19S_0007_ICR-2,S19S_0007,Water,2,Providence Creek / KREW's P304 creek,37.05229,-119.195359,1792,9.1,907,6.5,Not_Provided,Not_Provided,11.2,,1.05,0.49,Below_Range,0.41,Below_Range,0.24,0.43,,,,,,,,,,,,,,,,14,1,15,1.5,15,9,1.5,-84.3,0.9,-12.35,0.11,4,
S19S_0007_ICR-3,S19S_0007,Water,3,Providence Creek / KREW's P304 creek,37.05229,-119.195359,1792,9.1,907,6.5,Not_Provided,Not_Provided,11.2,,1.06,Below_Range,Below_Range,0.38,Below_Range,Below_Range,Below_Range,,,,,,,,,,,,,,,,13.7,1.3,15,1.5,15,9,1.5,-84.3,0.9,-12.35,0.11,4,
S19S_0007_Sed_Field_ICR-D,S19S_0007,Sedi_Field,Down,Providence Creek / KREW's P304 creek,37.05229,-119.195359,1792,9.1,907,6.5,Not_Provided,Not_Provided,11.2,69.56,,,,,,,,2,0.31,14.69,1.5,15,9,1.5,0.15,-0.06,0.06,3.32,0.999,0.997,0.002,32,,,,,,,,,,,,,
S19S_0008_ICR-1,S19S_0008,Water,1,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,,1.87,0.09,Below_Range,0.2,Below_Range,0.22,Below_Range,,,,,,,,,,,,,,,,12.019,2.981,15,1.5,15,9,1.5,-86.4,0.7,-12.61,0.21,4,
S19S_0008_ICR-2,S19S_0008,Water,2,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,,1.78,0.14,Below_Range,Below_Range,Below_Range,0.23,Below_Range,,,,,,,,,,,,,,,,9.9,5.1,15,1.5,15,9,1.5,-86.4,0.7,-12.61,0.21,4,
S19S_0008_ICR-3,S19S_0008,Water,3,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,,1.96,Below_Range,Below_Range,Below_Range,Below_Range,0.21,Below_Range,,,,,,,,,,,,,,,,11.681,3.319,15,1.5,15,9,1.5,-86.4,0.7,-12.61,0.21,4,
S19S_0008_Sed_Field_ICR-D,S19S_0008,Sedi_Field,Down,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,21.39,,,,,,,,4,0.5,14.5,1.5,15,9,1.5,0.15,-0.04,0.04,2.39,0.995,0.993,0.002,83,,,,,,,,,,,,,
S19S_0008_Sed_Field_ICR-M,S19S_0008,Sedi_Field,Mid,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,30.38,,,,,,,,2,0.75,14.25,1.5,15,9,1.5,0.15,-0.06,0.06,3.41,0.976,0.963,0.006,51,,,,,,,,,,,,,
S19S_0008_Sed_Field_ICR-U,S19S_0008,Sedi_Field,Up,Teakettle T003 stream,36.961273,-119.028254,2144,7.2,854,6.5,41.1 - may not be correctly calibrated,4.62 - may not be correctly calibrated,12.6,95.44,,,,,,,,2,0.24,14.76,1.5,15,9,1.5,0.15,-0.08,0.08,4.91,0.98,0.96,0.012,33,,,,,,,,,,,,,
S19S_0009_ICR-1,S19S_0009,Water,1,Little Wind River,42.9875,-108.3982,1504,7.4,209,8,Not_Provided,Not_Provided,25.6,,2.25,0.3,0.22,6.73,Below_Range,160.12,Below_Range,,,,,,,,,,,,,,,,8.4,6.6,15,1.5,15,9,1.5,-127.9,0.3,-16.86,0.17,4,
S19S_0009_ICR-2,S19S_0009,Water,2,Little Wind River,42.9875,-108.3982,1504,7.4,209,8,Not_Provided,Not_Provided,25.6,,3.16,0.21,0.24,6.5,Below_Range,157.71,Below_Range,,,,,,,,,,,,,,,,7.167,7.833,15,1.5,15,9,1.5,-127.9,0.3,-16.86,0.17,4,
S19S_0009_Sed_Field_ICR-M,S19S_0009,Sedi_Field,Mid,Little Wind River,42.9875,-108.3982,1504,7.4,209,8,Not_Provided,Not_Provided,25.6,9.27,,,,,,,,2,1.86,13.14,1.5,15,9,1.5,0.2,-0.19,0.19,11.22,1,,,13,,,,,,,,,,,,,
S19S_0009_Sed_Field_ICR-U,S19S_0009,Sedi_Field,Up,Little Wind River,42.9875,-108.3982,1504,7.4,209,8,Not_Provided,Not_Provided,25.6,11.85,,,,,,,,2,2.63,12.37,1.5,15,9,1.5,0.2,-0.12,0.12,7.32,1,,,15,,,,,,,,,,,,,
S19S_0010_ICR-1,S19S_0010,Water,1,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,,2.52,0.37,0.12,7.43,Below_Range,13.55,1.03,,,,,,,,,,,,,,,,8.905,6.095,15,1.5,15,9,1.5,-13.4,0.2,-2.9,0.06,4,
S19S_0010_ICR-2,S19S_0010,Water,2,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,,2.26,0.77,0.12,7.22,Below_Range,13.32,0.94,,,,,,,,,,,,,,,,8.3,6.7,15,1.5,15,9,1.5,-13.4,0.2,-2.9,0.06,4,
S19S_0010_ICR-3,S19S_0010,Water,3,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,,2.04,0.6,0.11,7.29,Below_Range,13.39,0.88,,,,,,,,,,,,,,,,9,6,15,1.5,15,9,1.5,-13.4,0.2,-2.9,0.06,4,
S19S_0010_Sed_Field_ICR-D,S19S_0010,Sedi_Field,Down,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,10.82,,,,,,,,2,1.99,13.01,1.5,15,9,1.5,0.15,-0.01,0.01,0.55,0.881,0.852,0.002,123,,,,,,,,,,,,,
S19S_0010_Sed_Field_ICR-M,S19S_0010,Sedi_Field,Mid,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,20.73,,,,,,,,2,1.11,13.89,1.5,15,9,1.5,0.15,-0.02,0.02,0.99,0.999,0.998,0.0003,123,,,,,,,,,,,,,
S19S_0010_Sed_Field_ICR-U,S19S_0010,Sedi_Field,Up,Altamaha,31.667905,-81.8403,18,19.2,1255,6.7,Not_Provided,Not_Provided,30,15.69,,,,,,,,2,1.39,13.61,1.5,15,9,1.5,0.15,-0.12,0.12,7.04,0.862,0.724,0.047,30,,,,,,,,,,,,,
S19S_0011_ICR-1,S19S_0011,Water,1,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,,3.83,1,Below_Range,3.06,Below_Range,3.02,3.37,,,,,,,,,,,,,,,,5.889,9.111,15,1.5,15,9,1.5,-20.6,1.4,-4.31,0.04,4,
S19S_0011_ICR-2,S19S_0011,Water,2,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,,2.64,0.97,Below_Range,3.07,Below_Range,3.01,3.26,,,,,,,,,,,,,,,,8.568,6.432,15,1.5,15,9,1.5,-20.6,1.4,-4.31,0.04,4,
S19S_0011_ICR-3,S19S_0011,Water,3,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,,4.03,0.76,0.1,3.12,Below_Range,3.31,3.06,,,,,,,,,,,,,,,,5.603,9.397,15,1.5,15,9,1.5,-20.6,1.4,-4.31,0.04,4,
S19S_0011_Sed_Field_ICR-D,S19S_0011,Sedi_Field,Down,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,21.3,,,,,,,,2,0.96,14.04,1.5,15,9,1.5,0.2,-1.36,1.36,81.75,1,,,4,,,,,,,,,,,,,
S19S_0011_Sed_Field_ICR-M,S19S_0011,Sedi_Field,Mid,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,14.93,,,,,,,,2,1.31,13.69,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0011_Sed_Field_ICR-U,S19S_0011,Sedi_Field,Up,Middle Oconee,33.95569,-83.437673,195,16.3,1251,6.7,Not_Provided,Not_Provided,24,21.27,,,,,,,,2,0.96,14.04,1.5,15,9,1.5,0.2,-0.1,0.1,6.28,1,1,0.0001,21,,,,,,,,,,,,,
S19S_0012_ICR-1,S19S_0012,Water,1,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,,1.41,0.23,Below_Range,20.4,Below_Range,4.13,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.39,15,8.36,1.5,-49.8,1.2,-8.05,0.16,4,
S19S_0012_ICR-2,S19S_0012,Water,2,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,,2.02,0.25,Below_Range,20.61,Below_Range,3.99,Below_Range,,,,,,,,,,,,,,,,11.271,3.729,15,1.5,15,9,1.5,-49.8,1.2,-8.05,0.16,4,
S19S_0012_ICR-3,S19S_0012,Water,3,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,,2.07,0.2,Below_Range,20.76,Below_Range,4.06,Below_Range,,,,,,,,,,,,,,,,10.886,4.114,15,1.5,15,9,1.5,-49.8,1.2,-8.05,0.16,4,
S19S_0012_Sed_Field_ICR-D,S19S_0012,Sedi_Field,Down,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,11.5,,,,,,,,2,1.89,13.11,1.5,15,9,1.5,0.2,-0.01,0.01,0.83,0.621,0.527,0.005,99,,,,,,,,,,,,,
S19S_0012_Sed_Field_ICR-M,S19S_0012,Sedi_Field,Mid,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,13.44,,,,,,,,2,1.62,13.38,1.5,15,9,1.5,0.2,-0.03,0.03,1.92,0.994,0.992,0.001,119,,,,,,,,,,,,,
S19S_0012_Sed_Field_ICR-U,S19S_0012,Sedi_Field,Up,Hop Brook,42.47178,-72.33105,233,7.4,1166,6.5,105.1,9.63,18.2,9.45,,,,,,,,2,2.29,12.71,1.5,15,9,1.5,0.2,-0.01,0.01,0.83,0.995,0.993,0.001,109,,,,,,,,,,,,,
S19S_0013_ICR-1,S19S_0013,Water,1,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,,1.64,0.31,Below_Range,2.84,Below_Range,3.17,0.34,,,,,,,,,,,,,,,,13.471,1.529,15,1.5,15,9,1.5,-47.5,0.7,-7.98,0.08,4,
S19S_0013_ICR-2,S19S_0013,Water,2,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,,2.21,0.3,Below_Range,2.78,Below_Range,3.1,0.8,,,,,,,,,,,,,,,,10.322,4.678,15,1.5,15,9,1.5,-47.5,0.7,-7.98,0.08,4,
S19S_0013_ICR-3,S19S_0013,Water,3,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,,1.84,0.41,Below_Range,2.82,Below_Range,3.12,0.71,,,,,,,,,,,,,,,,12.312,2.688,15,1.5,15,9,1.5,-47.5,0.7,-7.98,0.08,4,
S19S_0013_Sed_Field_ICR-D,S19S_0013,Sedi_Field,Down,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,19,,,,,,,,2,1.12,13.88,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0013_Sed_Field_ICR-M,S19S_0013,Sedi_Field,Mid,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,19.78,,,,,,,,2,1.07,13.93,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0013_Sed_Field_ICR-U,S19S_0013,Sedi_Field,Up,Posey Creek,38.8944,-78.1474,316,11.2,1011,6.5,85.5,7.56,21.1,16.73,,,,,,,,2,1.24,13.76,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0014_ICR-1,S19S_0014,Water,1,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,,0.61,3,0.22,20.15,Below_Range,18.52,13.24,,,,,,,,,,,,,,,,17.69,0,17.69,1.25,17.69,8.843,1.5,-49.2,1,-7.9,0.09,4,
S19S_0014_ICR-2,S19S_0014,Water,2,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,,0.83,2.75,0.23,19.19,Below_Range,17.47,12.59,,,,,,,,,,,,,,,,14.45,0,14.45,1.428,14.45,8.256,1.5,-49.2,1,-7.9,0.09,4,
S19S_0014_ICR-3,S19S_0014,Water,3,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,,0.78,2.91,0.23,19.37,Below_Range,17.59,12.57,,,,,,,,,,,,,,,,16.74,0,16.74,1.368,16.74,9.158,1.5,-49.2,1,-7.9,0.09,4,
S19S_0014_Sed_Field_ICR-D,S19S_0014,Sedi_Field,Down,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,14.07,,,,,,,,2,1.52,13.48,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0014_Sed_Field_ICR-M,S19S_0014,Sedi_Field,Mid,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,12.25,,,,,,,,2,1.77,13.23,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0014_Sed_Field_ICR-U,S19S_0014,Sedi_Field,Up,Lewis Run,39.0944,-77.9815,135,12,972,7.5,100.9,9.6,18.8,9.79,,,,,,,,2,2.21,12.79,1.5,15,9,1.5,0.2,-0.22,0.22,13.44,0.999,0.998,0.006,22,,,,,,,,,,,,,
S19S_0015_ICR-1,S19S_0015,Water,1,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,,1.87,1.06,Below_Range,6.04,Below_Range,4.23,Below_Range,,,,,,,,,,,,,,,,9.6,5.4,15,1.5,15,9,1.5,-19.6,0.7,-3.51,0.06,4,
S19S_0015_ICR-2,S19S_0015,Water,2,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,,2.7,1.21,Below_Range,5.97,Below_Range,4.18,4.25,,,,,,,,,,,,,,,,8.389,6.611,15,1.5,15,9,1.5,-19.6,0.7,-3.51,0.06,4,
S19S_0015_ICR-3,S19S_0015,Water,3,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,,2.03,0.97,Below_Range,5.9,Below_Range,4.12,3.65,,,,,,,,,,,,,,,,10.641,4.359,15,1.5,15,9,1.5,-19.6,0.7,-3.51,0.06,4,
S19S_0015_Sed_Field_ICR-D,S19S_0015,Sedi_Field,Down,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,26.63,,,,,,,,2,0.76,14.24,1.5,15,9,1.5,0.2,-0.07,0.07,4.22,1,1,0.001,60,,,,,,,,,,,,,
S19S_0015_Sed_Field_ICR-M,S19S_0015,Sedi_Field,Mid,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,12.35,,,,,,,,2,1.66,13.34,1.5,15,9,1.5,0.2,-0.01,0.01,0.46,0.56,0.45,0.003,117,,,,,,,,,,,,,
S19S_0015_Sed_Field_ICR-U,S19S_0015,Sedi_Field,Up,Flint River,31.185895,-84.437254,47,19.3,1331,7,88.3,6.87,28.2,10.74,,,,,,,,2,1.86,13.14,1.5,15,9,1.5,0.2,-0.05,0.05,3.18,0.975,0.963,0.006,59,,,,,,,,,,,,,
S19S_0016_ICR-1,S19S_0016,Water,1,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,,1.03,0.13,0.36,1.96,Below_Range,36.2,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.04,15,6.26,1.5,-38.9,0.4,-6.01,0.13,4,
S19S_0016_ICR-2,S19S_0016,Water,2,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,,0.98,0.12,0.33,1.83,Below_Range,34.49,Below_Range,,,,,,,,,,,,,,,,13.7,1.3,15,1.5,15,9,1.5,-38.9,0.4,-6.01,0.13,4,
S19S_0016_ICR-3,S19S_0016,Water,3,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,,0.85,,0.35,1.78,Below_Range,33.63,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.81,15,4.86,1.5,-38.9,0.4,-6.01,0.13,4,
S19S_0016_Sed_Field_ICR-D,S19S_0016,Sedi_Field,Down,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,6.38,,,,,,,,2,3.42,11.58,1.5,15,9,1.5,0.2,-0.05,0.05,2.82,0.981,0.974,0.004,78,,,,,,,,,,,,,
S19S_0016_Sed_Field_ICR-M,S19S_0016,Sedi_Field,Mid,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,21.16,,,,,,,,2,0.99,14.01,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0016_Sed_Field_ICR-U,S19S_0016,Sedi_Field,Up,King's Creek,39.10415,-96.60276,341,12.2,859,7.5,48.7,4.37,18.5,10.76,,,,,,,,2,2.02,12.98,1.5,15,9,1.5,0.1,-0.11,0.11,6.51,0.999,0.997,0.004,28,,,,,,,,,,,,,
S19S_0017_ICR-1,S19S_0017,Water,1,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,,2.23,0.73,0.17,2.53,Below_Range,8.08,1.43,,,,,,,,,,,,,,,,8.3,6.7,15,1.5,15,9,1.5,-26.9,0.6,-4.57,0.13,4,
S19S_0017_ICR-2,S19S_0017,Water,2,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,,3.53,0.55,0.15,2.46,Below_Range,8.04,1.36,,,,,,,,,,,,,,,,6.403,8.597,15,1.5,15,9,1.5,-26.9,0.6,-4.57,0.13,4,
S19S_0017_ICR-3,S19S_0017,Water,3,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,,2.6,0.75,0.2,2.43,Below_Range,8.25,1.24,,,,,,,,,,,,,,,,7.5,7.5,15,1.5,15,9,1.5,-26.9,0.6,-4.57,0.13,4,
S19S_0017_Sed_Field_ICR-D,S19S_0017,Sedi_Field,Down,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,7.86,,,,,,,,2,2.73,12.27,1.5,15,9,1.5,0.2,-0.25,0.25,15.05,1,,,13,,,,,,,,,,,,,
S19S_0017_Sed_Field_ICR-M,S19S_0017,Sedi_Field,Mid,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,4.84,,,,,,,,2,4.34,10.66,1.5,15,9,1.5,0.2,-0.02,0.02,0.96,0.987,0.984,0.001,101,,,,,,,,,,,,,
S19S_0017_Sed_Field_ICR-U,S19S_0017,Sedi_Field,Up,McDiffett Creek,38.94684,-96.44389,392,12.1,876,7.5,85.4,7.3,20.7,4.33,,,,,,,,2,5.07,9.93,1.5,15,9,1.5,0.2,-0.07,0.07,4.16,0.987,0.981,0.006,37,,,,,,,,,,,,,
